;NUMERO DE SERIE;NUMERO DE SERIE;Reemplaza a Serie;Contador Mono Anterior (Qty);Contador Mono Actual (Qty);Contador Color Anterior (Qty);Contador Color Actual (Qty);Uso Mono (Qty);Uso Color (Qty);Minimo Mono (Qty);Minimo Color (Qty);Costo Consumo (USD);Costo Minimo Mono (USD);Costo Minimo Color (USD);Costo Total (USD);Costo Total (CLP);Categoria;Estado Informado a Adessa;Negocio;Observaciones del Tecnico Residente;Prop Adessa;Modelo;
;G446P200024;G446P200024;; 7.230 ; 15.838 ; 631 ; 827 ; 8.608 ; 196 ; -   ; 804 ; $169,36 ; $- ; $60,18 ; $229,54 ; $157.172,32 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P200028;G446P200028;; 502 ; 832 ; 3.538 ; 6.575 ; 330 ; 3.037 ; 3.670 ; -   ; $233,25 ; $65,95 ; $- ; $299,20 ; $204.873,83 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P200047;G446P200047;; 21 ; 66 ; 329 ; 1.337 ; 45 ; 1.008 ; 3.955 ; -   ; $76,26 ; $71,07 ; $- ; $147,33 ; $100.881,92 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;175M530108;E175M530108;; 20.885 ; 26.979 ; 18.452 ; 20.242 ; 6.094 ; 1.790 ; -   ; 710 ; $243,49 ; $- ; $53,14 ; $296,63 ; $203.117,29 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;175M530108
;S9049600765;L9049600765;; 1.427 ; 20.719 ; -   ; -   ; 19.292 ; -   ; -   ; -   ; $346,68 ; $- ; $- ; $346,68 ; $237.383,77 ; Requerimiento Adicional ;;Sodimac;MISMO CONTADOR AREMOTE QUE EL MES ANTERIOR;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600765
;S9058602127;L9058602127;; 3.211 ; 3.380 ; -   ; -   ; 169 ; -   ; 3.331 ; -   ; $3,04 ; $59,86 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602127
;S9068600665;L9068600665;; 8.764 ; 12.846 ; -   ; -   ; 4.082 ; -   ; -   ; -   ; $73,35 ; $- ; $- ; $73,35 ; $50.228,10 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9068600665
;S9058601594;L9058601594;; 50.203 ; 61.845 ; -   ; -   ; 11.642 ; -   ; -   ; -   ; $209,21 ; $- ; $- ; $209,21 ; $143.252,22 ; Requerimiento Adicional ;;Sodimac;MISMO CONTADOR AREMOTE QUE EL MES ANTERIOR;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601594
;W915P910055;W915P910055;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;Conectado por USB;Propiedad Ricoh;Ricoh-AficioMP301;
;G445PC03060;G445PC03060;; -   ; -   ; -   ; -   ; -   ; -   ; 4.000 ; 1.000 ; $- ; $71,88 ; $74,85 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-MPC306Z;
;G445PC03040;G445PC03040;; -   ; -   ; -   ; -   ; -   ; -   ; 4.000 ; 1.000 ; $- ; $71,88 ; $74,85 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P101893;G446P101893;; 27.669 ; 51.540 ; 1.533 ; 2.818 ; 23.871 ; 1.285 ; -   ; -   ; $525,14 ; $- ; $- ; $525,14 ; $359.587,18 ; Requerimiento Adicional ;;Falabella;Conectado por USB;Propiedad Ricoh;Ricoh-MPC306Z;
;W805P600997;W805P600997;; -   ; -   ; -   ; -   ; -   ; -   ; 4.000 ; 1.000 ; $- ; $71,88 ; $74,85 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-AficioMPC305;
;W915P208237;W915P208237;; -   ; 45 ; -   ; -   ; 45 ; -   ; 3.455 ; -   ; $0,81 ; $62,09 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P208238;W915P208238;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P603424;W915P603424;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P907950;W915P907950;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P907952;W915P907952;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P907957;W915P907957;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P908422;W915P908422;; 11.929 ; 19.052 ; -   ; -   ; 7.123 ; -   ; -   ; -   ; $128,00 ; $- ; $- ; $128,00 ; $87.646,93 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P908423;W915P908423;; -   ; 6.844 ; -   ; -   ; 6.844 ; -   ; -   ; -   ; $122,99 ; $- ; $- ; $122,99 ; $84.213,90 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P908425;W915P908425;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-AficioMP301;
;W915PA03262;W915PA03262;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-AficioMP301;
;W915PB05501;W915PB05501;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-AficioMP301;
;X685PC01312;X685PC01312;; -   ; 2.860 ; -   ; 2.606 ; 2.860 ; 2.606 ; 140 ; -   ; $246,45 ; $2,52 ; $- ; $248,97 ; $170.479,10 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-SPC440DN;
;G445PA00496;G445PA00496;; -   ; -   ; -   ; -   ; -   ; -   ; 4.000 ; 1.000 ; $- ; $71,88 ; $74,85 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-MPC306Z;
;G445PC03165;G445PC03165;; -   ; -   ; -   ; -   ; -   ; -   ; 4.000 ; 1.000 ; $- ; $71,88 ; $74,85 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P101889;G446P101889;; -   ; -   ; -   ; -   ; -   ; -   ; 4.000 ; 1.000 ; $- ; $71,88 ; $74,85 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P101911;G446P101911;; -   ; 11.733 ; -   ; 143 ; 11.733 ; 143 ; -   ; 857 ; $221,55 ; $- ; $64,15 ; $285,69 ; $195.624,75 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-MPC306Z;
;W913P906409;W913P906409;; 1.810 ; 2.688 ; -   ; -   ; 878 ; -   ; 2.622 ; -   ; $15,78 ; $47,12 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Banco Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-AficioMP301;
;W914P907076;W914P907076;; 5.844 ; 9.674 ; -   ; -   ; 3.830 ; -   ; -   ; -   ; $68,83 ; $- ; $- ; $68,83 ; $47.127,30 ; Requerimiento Adicional ;;Banco Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-AficioMP301;
;W914P907364;W914P907364;; 6.327 ; 7.945 ; -   ; -   ; 1.618 ; -   ; 1.882 ; -   ; $29,08 ; $33,82 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Banco Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-AficioMP301;
;W915PB05082;W915PB05082;; 78 ; 78 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S8141401361;S8141401361;; -   ; -   ; -   ; -   ; -   ; -   ; 3.000 ; -   ; $- ; $53,91 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;W915P208177;W915P208177;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P603397;W915P603397;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P703937;W915P703937;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P907617;W915P907617;; 2.934 ; 3.720 ; -   ; -   ; 786 ; -   ; 2.714 ; -   ; $14,12 ; $48,77 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P907618;W915P907618;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P907620;W915P907620;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P907890;W915P907890;; 13.168 ; 22.962 ; -   ; -   ; 9.794 ; -   ; -   ; -   ; $176,00 ; $- ; $- ; $176,00 ; $120.512,99 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P907891;W915P907891;; 2.255 ; 3.495 ; -   ; -   ; 1.240 ; -   ; 2.260 ; -   ; $22,28 ; $40,61 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P907892;W915P907892;; 7.123 ; 10.722 ; -   ; -   ; 3.599 ; -   ; -   ; -   ; $64,67 ; $- ; $- ; $64,67 ; $44.284,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P907893;W915P907893;; 9.085 ; 13.673 ; -   ; -   ; 4.588 ; -   ; -   ; -   ; $82,45 ; $- ; $- ; $82,45 ; $56.454,32 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P908424;W915P908424;; 706 ; 1.410 ; -   ; -   ; 704 ; -   ; 2.796 ; -   ; $12,65 ; $50,24 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P908437;W915P908437;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P908442;W915P908442;; 411 ; 411 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P909666;W915P909666;; -   ; 6.261 ; -   ; -   ; 6.261 ; -   ; -   ; -   ; $112,51 ; $- ; $- ; $112,51 ; $77.040,21 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P909667;W915P909667;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915PA03177;W915PA03177;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915PA03415;W915PA03415;; 12.870 ; 27.961 ; -   ; -   ; 15.091 ; -   ; -   ; -   ; $271,19 ; $- ; $- ; $271,19 ; $185.691,40 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915PA07088;W915PA07088;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915PA07091;W915PA07091;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915PB06057;W915PB06057;; 7.285 ; 15.698 ; -   ; -   ; 8.413 ; -   ; -   ; -   ; $151,18 ; $- ; $- ; $151,18 ; $103.520,10 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W795P104209;W795P104209;; -   ; -   ; -   ; -   ; -   ; -   ; 4.000 ; 1.000 ; $- ; $71,88 ; $74,85 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;W795P104281;W795P104281;; -   ; -   ; -   ; -   ; -   ; -   ; 4.000 ; 1.000 ; $- ; $71,88 ; $74,85 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;W795P104295;W795P104295;; -   ; -   ; -   ; -   ; -   ; -   ; 4.000 ; 1.000 ; $- ; $71,88 ; $74,85 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;S9034700019;L9034700019;; 5.401 ; 8.395 ; -   ; -   ; 2.994 ; -   ; 506 ; -   ; $53,80 ; $9,09 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9049400889;L9049400889;; -   ; 13.366 ; -   ; -   ; 13.366 ; -   ; -   ; -   ; $240,19 ; $- ; $- ; $240,19 ; $164.465,66 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9049400978;L9049400978;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9058500525;L9058500525;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9058500526;L9058500526;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9058601597;L9058601597;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9058601599;L9058601599;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9058601600;L9058601600;; -   ; 7.883 ; -   ; -   ; 7.883 ; -   ; -   ; -   ; $141,66 ; $- ; $- ; $141,66 ; $96.998,56 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9058601606;L9058601606;; -   ; 6.021 ; -   ; -   ; 6.021 ; -   ; -   ; -   ; $108,20 ; $- ; $- ; $108,20 ; $74.087,07 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9058601938;L9058601938;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9058602103;L9058602103;; 4.354 ; 7.643 ; -   ; -   ; 3.289 ; -   ; 211 ; -   ; $59,10 ; $3,79 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9058602124;L9058602124;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;X685PC01319;X685PC01319;; 428 ; 552 ; 1.197 ; 2.566 ; 124 ; 1.369 ; 2.876 ; 131 ; $104,70 ; $51,68 ; $9,81 ; $166,19 ; $113.793,52 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-SPC440DN;
;W915P910039;W915P910039;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;G445PC03018;G445PC03018;; -   ; -   ; -   ; -   ; -   ; -   ; 4.000 ; 1.000 ; $- ; $71,88 ; $74,85 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G445PC03053;G445PC03053;; -   ; -   ; -   ; -   ; -   ; -   ; 4.000 ; 1.000 ; $- ; $71,88 ; $74,85 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G445PC03055;G445PC03055;; -   ; -   ; -   ; -   ; -   ; -   ; 4.000 ; 1.000 ; $- ; $71,88 ; $74,85 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G445PC03057;G445PC03057;; -   ; 99 ; -   ; 178 ; 99 ; 178 ; 3.901 ; 822 ; $15,10 ; $70,10 ; $61,53 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-MPC306Z;
;G445PC03064;G445PC03064;; -   ; 283 ; -   ; 632 ; 283 ; 632 ; 3.717 ; 368 ; $52,39 ; $66,79 ; $27,54 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;En proceso de Instalación;Propiedad Ricoh;Ricoh-MPC306Z;
;G445PC03166;G445PC03166;; -   ; -   ; -   ; -   ; -   ; -   ; 4.000 ; 1.000 ; $- ; $71,88 ; $74,85 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P101894;G446P101894;; 7.356 ; 22.895 ; 9 ; 119 ; 15.539 ; 110 ; -   ; 890 ; $287,47 ; $- ; $66,62 ; $354,09 ; $242.456,73 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P200045;G446P200045;; 26 ; 43 ; 8 ; 206 ; 17 ; 198 ; 3.983 ; 802 ; $15,13 ; $71,57 ; $60,03 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;S8142400079;;; 2.220 ; 2.977 ; -   ; -   ; 757 ; -   ; 2.243 ; -   ; $13,60 ; $40,31 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;W915P909085;;; 2.229 ; 6.957 ; -   ; -   ; 4.728 ; -   ; -   ; -   ; $84,96 ; $- ; $- ; $84,96 ; $58.176,99 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S8141600071;;; 16.469 ; 16.469 ; -   ; -   ; -   ; -   ; 3.000 ; -   ; $- ; $53,91 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8142400077;;; 154 ; 541 ; -   ; -   ; 387 ; -   ; 2.613 ; -   ; $6,95 ; $46,96 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8142400078;;; 96 ; 665 ; -   ; -   ; 569 ; -   ; 2.431 ; -   ; $10,22 ; $43,69 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;W912P608460;;; 381 ; 3.595 ; -   ; -   ; 3.214 ; -   ; 286 ; -   ; $57,76 ; $5,14 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S8142400082;;; 1.339 ; 8.357 ; -   ; -   ; 7.018 ; -   ; -   ; -   ; $126,11 ; $- ; $- ; $126,11 ; $86.354,93 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8142400084;;; 359 ; 1.113 ; -   ; -   ; 754 ; -   ; 2.246 ; -   ; $13,55 ; $40,36 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S8142400083;;; 1.138 ; 10.254 ; -   ; -   ; 9.116 ; -   ; -   ; -   ; $163,81 ; $- ; $- ; $163,81 ; $112.170,35 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S9168500715;;; 876 ; 1.976 ; -   ; -   ; 1.100 ; -   ; 2.400 ; -   ; $19,77 ; $43,13 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5210SF;
;T313Q701817;;; 526 ; 539 ; -   ; -   ; 13 ; -   ; 1.487 ; -   ; $0,23 ; $26,72 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP3510DN;
;W915P909027;;; 866 ; 4.865 ; -   ; -   ; 3.999 ; -   ; -   ; -   ; $71,86 ; $- ; $- ; $71,86 ; $49.206,81 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P909110;;; 1.053 ; 3.969 ; -   ; -   ; 2.916 ; -   ; 584 ; -   ; $52,40 ; $10,49 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P909084;;; 3.336 ; 9.777 ; -   ; -   ; 6.441 ; -   ; -   ; -   ; $115,74 ; $- ; $- ; $115,74 ; $79.255,07 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P909109;;; 4.106 ; 12.532 ; -   ; -   ; 8.426 ; -   ; -   ; -   ; $151,42 ; $- ; $- ; $151,42 ; $103.680,06 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P909107;;; 1.944 ; 7.961 ; -   ; -   ; 6.017 ; -   ; -   ; -   ; $108,13 ; $- ; $- ; $108,13 ; $74.037,85 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P909108;;; 908 ; 3.021 ; -   ; -   ; 2.113 ; -   ; 1.387 ; -   ; $37,97 ; $24,92 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P909021;;; 1.171 ; 2.596 ; -   ; -   ; 1.425 ; -   ; 2.075 ; -   ; $25,61 ; $37,29 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P909162;;; 1.013 ; 3.220 ; -   ; -   ; 2.207 ; -   ; 1.293 ; -   ; $39,66 ; $23,24 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W912P905712;;; 161.146 ; 163.619 ; -   ; -   ; 2.473 ; -   ; 1.027 ; -   ; $44,44 ; $18,46 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W914PA06675;;; 102.564 ; 103.612 ; -   ; -   ; 1.048 ; -   ; 2.452 ; -   ; $18,83 ; $44,06 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P909166;;; 259 ; 1.073 ; -   ; -   ; 814 ; -   ; 2.686 ; -   ; $14,63 ; $48,27 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P909167;;; 1.029 ; 2.717 ; -   ; -   ; 1.688 ; -   ; 1.812 ; -   ; $30,33 ; $32,56 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P909168;;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
